benchmark,image_id,label,e20_vs_e24_transition,e21_vs_e24_transition,generator,device_family
E14 Degraded External,real_raise_137_r11c4de0et_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_137_r11c4de0et_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_137_r11c4de0et_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_firefly_083_r17fe8532t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_083_r17fe8532t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_083_r17fe8532t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,real_raise_supp_055_r1ca254b2t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_055_r1ca254b2t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_055_r1ca254b2t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_123_r026b5360t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_123_r026b5360t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_123_r026b5360t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,real_raise_125_r101d6690t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_125_r101d6690t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_125_r101d6690t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_210_r1e9082f9t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_210_r1e9082f9t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_210_r1e9082f9t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_midjourney-v5_135_r0f5beb66t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_135_r0f5beb66t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_135_r0f5beb66t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,real_raise_172_r163967d4t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_172_r163967d4t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_172_r163967d4t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle2_030_r1e9082f9t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_030_r1e9082f9t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_030_r1e9082f9t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,real_raise_100_r0c9910e4t_test_whatsapp_q75,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_100_r0c9910e4t_test_resize_q80,Real,E20_wrong__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,real_raise_100_r0c9910e4t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,real_raise_162_r14c2d3fct_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_162_r14c2d3fct_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_162_r14c2d3fct_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_dalle2_027_r1bdb6385t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_027_r1bdb6385t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_027_r1bdb6385t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle3_052_r169c7350t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_052_r169c7350t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_052_r169c7350t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_glide_106_r102b4aa4t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_106_r102b4aa4t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_106_r102b4aa4t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,real_raise_054_r06cad2d6t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_054_r06cad2d6t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_054_r06cad2d6t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_dalle2_025_r1a2095b2t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_025_r1a2095b2t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_025_r1a2095b2t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E19 Smartphone Benchmark,e19_real_phone_001_wa,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_002_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_003_wa,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_004_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_005_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_006_wa,Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_007_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_008_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_009_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_010_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_011_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_012_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_013_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_014_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_015_wa,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_016_wa,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_017_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_018_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_019_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_020_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_021_wa,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_022_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_023_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_024_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_025_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_026_wa,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_027_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_028_wa,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_029_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_030_wa,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),"Google Pixel (Pixel 7-9 family, exact model unspecified)"
E19 Smartphone Benchmark,e19_real_phone_031_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_032_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_033_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_034_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_035_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_036_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_037_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_038_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_039_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_040_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_041_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_042_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_043_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_044_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_045_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_046_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_047_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_048_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_049_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_050_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_051_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_052_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_053_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_054_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_055_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_056_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_057_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_058_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_059_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_060_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_061_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_062_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_063_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_064_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_065_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Apple iPhone (iPhone X)
E19 Smartphone Benchmark,e19_real_phone_066_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_067_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_068_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_069_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_070_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_071_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_072_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_073_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_074_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_075_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_076_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_077_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_078_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_079_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_080_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_081_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_082_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_083_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_084_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_085_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_086_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_087_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_088_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_089_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_090_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_091_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_092_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_093_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_094_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_095_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_096_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_097_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_098_raw,Real,E20_correct__E24_correct,E21_wrong__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_099_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_real_phone_100_raw,Real,E20_correct__E24_correct,E21_correct__E24_correct,None (Camera ISP),Samsung Galaxy (Galaxy S9)
E19 Smartphone Benchmark,e19_ai_001_wa,AI,E20_correct__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_002_wa,AI,E20_correct__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_003_wa,AI,E20_wrong__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_004_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_005_wa,AI,E20_wrong__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_006_wa,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_007_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_008_wa,AI,E20_correct__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_009_wa,AI,E20_correct__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_010_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_011_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_012_wa,AI,E20_wrong__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_013_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_014_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_015_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_016_wa,AI,E20_correct__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_017_wa,AI,E20_correct__E24_wrong,E21_wrong__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_018_wa,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_019_wa,AI,E20_wrong__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
E19 Smartphone Benchmark,e19_ai_020_wa,AI,E20_correct__E24_correct,E21_correct__E24_correct,"FLUX (Flux LoRA Synthetic Corpus, exact engine unspecified)",Synthetic (None)
